person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,extraction_date
25,147846,RENT,6.0,EDUCATION,C,3142,14.95,1,0.05,N,4,2023-03-02
26,182653,RENT,7.0,DEBTCONSOLIDATION,C,8010,10.87,1,0.04,N,3,2023-03-02
26,34336,RENT,5.0,PERSONAL,C,22819,8.36,1,0.04,Y,2,2023-03-02
28,120250,RENT,0.0,HOMEIMPROVEMENT,A,10103,5.56,1,0.05,N,4,2023-03-02
29,102486,MORTGAGE,6.0,VENTURE,B,896,,1,0.05,N,1,2023-03-02
21,130786,RENT,2.0,PERSONAL,B,4362,12.32,1,0.04,N,2,2023-03-02
32,47173,RENT,8.0,EDUCATION,B,10055,8.57,1,0.04,N,3,2023-03-02
28,15257,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5899,7.62,1,0.04,N,2,2023-03-02
31,171920,MORTGAGE,4.0,EDUCATION,D,13668,12.14,1,0.12,N,4,2023-03-02
35,87870,MORTGAGE,8.0,VENTURE,B,5351,6.1,1,0.08,N,5,2023-03-02
27,59334,MORTGAGE,7.0,EDUCATION,A,14429,16.38,1,0.1,N,4,2023-03-02
22,64788,MORTGAGE,12.0,EDUCATION,B,4011,14.45,1,0.06,N,3,2023-03-02
33,13453,MORTGAGE,7.0,PERSONAL,B,14368,6.86,1,0.16,N,2,2023-03-02
28,24262,RENT,0.0,VENTURE,A,10753,7.52,1,0.04,N,3,2023-03-02
23,35414,MORTGAGE,0.0,HOMEIMPROVEMENT,B,7208,14.39,1,0.11,N,3,2023-03-02
27,66497,MORTGAGE,6.0,PERSONAL,B,10773,6.3,1,0.14,N,2,2023-03-02
24,129049,RENT,5.0,DEBTCONSOLIDATION,D,6559,12.43,1,0.05,Y,2,2023-03-02
25,111419,OWN,6.0,MEDICAL,A,8450,7.19,1,0.43,N,4,2023-03-02
27,13193,RENT,6.0,VENTURE,A,15273,11.02,1,0.04,N,2,2023-03-02
30,65834,RENT,2.0,MEDICAL,C,9339,8.05,1,0.04,Y,3,2023-03-02
19,30376,MORTGAGE,0.0,VENTURE,A,12048,6.64,1,0.07,N,5,2023-03-02
28,43099,MORTGAGE,4.0,PERSONAL,C,5054,7.33,1,0.07,N,4,2023-03-02
35,70414,MORTGAGE,0.0,DEBTCONSOLIDATION,A,8003,10.22,1,0.16,N,3,2023-03-02
34,35322,MORTGAGE,5.0,VENTURE,B,21012,10.12,1,0.05,N,4,2023-03-02
23,67933,RENT,14.0,VENTURE,A,2536,13.15,1,0.04,N,3,2023-03-02
22,64306,MORTGAGE,12.0,VENTURE,C,5188,9.12,1,0.07,N,3,2023-03-02
30,54903,MORTGAGE,2.0,VENTURE,A,3210,7.31,1,0.14,N,4,2023-03-02
22,67556,RENT,7.0,MEDICAL,C,6544,10.7,1,0.04,Y,3,2023-03-02
20,59828,MORTGAGE,9.0,PERSONAL,C,5784,5.49,1,0.18,N,3,2023-03-02
24,32255,RENT,3.0,EDUCATION,B,5872,,1,0.04,N,3,2023-03-02
24,125643,OWN,,VENTURE,C,18948,14.17,1,0.21,Y,2,2023-03-02
45,16473,OWN,3.0,EDUCATION,B,13284,14.64,1,0.15,N,4,2023-03-02
37,41131,MORTGAGE,6.0,PERSONAL,A,5127,15.58,1,0.07,N,1,2023-03-02
28,148197,MORTGAGE,4.0,VENTURE,A,2052,8.27,1,0.05,N,2,2023-03-02
24,49658,MORTGAGE,0.0,DEBTCONSOLIDATION,A,9069,14.01,1,0.09,N,2,2023-03-02
24,146811,MORTGAGE,8.0,PERSONAL,C,21667,10.92,1,0.05,Y,4,2023-03-02
37,28943,OWN,10.0,HOMEIMPROVEMENT,C,13903,11.56,1,0.09,Y,1,2023-03-02
26,88496,RENT,16.0,PERSONAL,B,6864,14.5,1,0.05,N,3,2023-03-02
22,88098,MORTGAGE,6.0,VENTURE,C,17970,14.93,1,0.07,Y,3,2023-03-02
39,55402,MORTGAGE,2.0,HOMEIMPROVEMENT,A,8820,15.28,1,0.14,N,2,2023-03-02
39,27976,MORTGAGE,8.0,VENTURE,D,8089,11.72,1,0.04,N,3,2023-03-02
21,66618,MORTGAGE,2.0,EDUCATION,A,2954,,1,0.11,N,2,2023-03-02
50,57368,MORTGAGE,7.0,EDUCATION,A,4434,7.45,1,0.05,N,5,2023-03-02
30,51408,RENT,2.0,HOMEIMPROVEMENT,D,4285,9.29,1,0.05,Y,3,2023-03-02
36,131354,MORTGAGE,5.0,HOMEIMPROVEMENT,E,9768,7.6,1,0.26,N,4,2023-03-02
28,55553,RENT,2.0,DEBTCONSOLIDATION,B,5281,10.98,1,0.04,N,3,2023-03-02
66,121829,MORTGAGE,1.0,PERSONAL,A,13678,12.52,1,0.18,N,3,2023-03-02
25,11809,MORTGAGE,8.0,VENTURE,A,9462,8.52,1,0.18,N,3,2023-03-02
32,27370,MORTGAGE,6.0,VENTURE,C,9365,13.16,1,0.13,N,4,2023-03-02
26,45749,MORTGAGE,0.0,EDUCATION,A,10333,14.29,1,0.07,N,4,2023-03-02
24,138218,MORTGAGE,11.0,EDUCATION,A,20114,15.15,1,0.07,N,4,2023-03-02
25,272283,MORTGAGE,2.0,PERSONAL,B,26247,13.04,1,0.23,N,3,2023-03-02
27,25946,RENT,1.0,VENTURE,A,28690,13.04,1,0.04,N,1,2023-03-02
36,91556,MORTGAGE,3.0,VENTURE,B,5618,5.84,1,0.14,N,3,2023-03-02
24,10379,RENT,5.0,MEDICAL,B,14081,12.02,1,0.04,N,3,2023-03-02
32,39957,MORTGAGE,18.0,DEBTCONSOLIDATION,C,6318,,1,0.07,N,1,2023-03-02
58,54425,MORTGAGE,12.0,VENTURE,B,20952,11.64,1,0.06,N,1,2023-03-02
27,51671,OWN,1.0,VENTURE,C,14268,10.67,1,0.15,N,5,2023-03-02
23,123104,MORTGAGE,6.0,PERSONAL,B,8258,9.01,1,0.26,N,4,2023-03-02
21,26238,RENT,6.0,HOMEIMPROVEMENT,D,10078,14.32,1,0.04,N,2,2023-03-02
21,46665,MORTGAGE,4.0,EDUCATION,A,5162,8.14,1,0.05,N,4,2023-03-02
22,152321,MORTGAGE,4.0,MEDICAL,D,17328,13.68,1,0.26,N,2,2023-03-02
33,42920,RENT,0.0,PERSONAL,A,16550,12.7,1,0.05,N,5,2023-03-02
33,18319,MORTGAGE,3.0,PERSONAL,C,8062,17.96,1,0.05,Y,3,2023-03-02
34,30153,RENT,5.0,EDUCATION,C,14875,14.55,1,0.04,Y,3,2023-03-02
32,46859,MORTGAGE,7.0,DEBTCONSOLIDATION,D,7587,11.01,1,0.26,N,4,2023-03-02
28,29608,RENT,9.0,VENTURE,C,6566,9.31,1,0.43,Y,2,2023-03-02
31,28846,RENT,3.0,VENTURE,A,3755,10.53,1,0.43,N,2,2023-03-02
24,74916,MORTGAGE,2.0,VENTURE,B,26377,7.86,1,0.18,N,3,2023-03-02
25,73361,MORTGAGE,,PERSONAL,A,28018,13.85,1,0.11,N,2,2023-03-02
25,27307,OTHER,9.0,VENTURE,A,3304,15.16,1,0.07,N,3,2023-03-02
30,54750,RENT,5.0,PERSONAL,B,5372,14.91,1,0.5,N,3,2023-03-02
31,90653,RENT,5.0,MEDICAL,A,13365,11.32,1,0.42,N,2,2023-03-02
27,19181,RENT,0.0,PERSONAL,B,7548,7.52,1,0.42,N,4,2023-03-02
26,53122,RENT,2.0,VENTURE,C,3679,8.82,1,0.42,Y,3,2023-03-02
27,91899,RENT,4.0,VENTURE,B,21366,8.93,1,0.42,N,4,2023-03-02
25,24869,MORTGAGE,3.0,HOMEIMPROVEMENT,A,2520,9.66,1,0.09,N,3,2023-03-02
26,196083,MORTGAGE,19.0,EDUCATION,C,15595,14.94,1,0.18,N,2,2023-03-02
33,43728,MORTGAGE,4.0,PERSONAL,D,17307,12.07,1,0.09,Y,3,2023-03-02
30,68777,RENT,9.0,PERSONAL,A,4056,9.85,1,0.42,N,2,2023-03-02
22,63080,RENT,5.0,VENTURE,D,3881,10.62,1,0.42,N,4,2023-03-02
25,63682,MORTGAGE,1.0,HOMEIMPROVEMENT,A,12048,15.18,1,0.03,N,3,2023-03-02
32,22221,MORTGAGE,1.0,HOMEIMPROVEMENT,A,6283,15.95,1,0.14,N,4,2023-03-02
27,65158,MORTGAGE,3.0,VENTURE,B,2045,7.46,1,0.11,N,3,2023-03-02
34,30583,RENT,4.0,VENTURE,C,10358,,1,0.42,N,3,2023-03-02
23,69006,RENT,6.0,DEBTCONSOLIDATION,C,12129,5.53,1,0.5,Y,4,2023-03-02
21,71236,MORTGAGE,8.0,EDUCATION,B,3980,12.6,1,0.23,N,3,2023-03-02
25,66799,MORTGAGE,3.0,DEBTCONSOLIDATION,C,17328,5.48,1,0.15,N,3,2023-03-02
28,43171,MORTGAGE,8.0,MEDICAL,B,9890,9.5,1,0.23,N,4,2023-03-02
23,119701,MORTGAGE,8.0,PERSONAL,F,1768,7.32,1,0.09,Y,2,2023-03-02
23,16384,RENT,10.0,VENTURE,B,10774,11.54,1,0.42,N,3,2023-03-02
27,114446,OWN,12.0,HOMEIMPROVEMENT,B,6846,7.75,1,0.36,N,1,2023-03-02
24,47871,MORTGAGE,9.0,VENTURE,A,19197,10.75,1,0.03,N,4,2023-03-02
37,41277,OWN,6.0,PERSONAL,A,6770,13.14,1,0.11,N,3,2023-03-02
27,35663,MORTGAGE,11.0,MEDICAL,B,12174,18.4,1,0.11,N,5,2023-03-02
25,102677,MORTGAGE,6.0,EDUCATION,C,13467,,1,0.08,Y,2,2023-03-02
24,38467,MORTGAGE,0.0,VENTURE,A,5923,,1,0.25,N,2,2023-03-02
21,61138,MORTGAGE,8.0,MEDICAL,A,4533,10.87,1,0.05,N,2,2023-03-02
27,139551,OWN,7.0,VENTURE,A,7338,14.58,1,0.14,N,3,2023-03-02
26,55219,RENT,5.0,EDUCATION,B,22825,12.8,1,0.41,N,4,2023-03-02
30,67023,RENT,4.0,PERSONAL,D,15053,7.8,1,0.48,Y,4,2023-03-02
29,60639,MORTGAGE,0.0,MEDICAL,B,30604,9.77,1,0.08,N,2,2023-03-02
24,30271,OWN,5.0,EDUCATION,C,4270,12.71,1,0.27,N,2,2023-03-02
28,226804,OWN,4.0,EDUCATION,A,5035,14.74,1,0.6,N,5,2023-03-02
27,34939,MORTGAGE,1.0,EDUCATION,C,7974,10.87,1,0.13,Y,1,2023-03-02
24,46598,OWN,6.0,VENTURE,B,7426,11.09,1,0.04,N,5,2023-03-02
30,37205,MORTGAGE,8.0,DEBTCONSOLIDATION,A,21514,11.62,1,0.09,N,3,2023-03-02
32,41696,MORTGAGE,9.0,EDUCATION,A,8529,12.63,1,0.13,N,3,2023-03-02
24,26461,MORTGAGE,6.0,PERSONAL,B,11968,5.81,1,0.18,N,3,2023-03-02
21,105346,RENT,7.0,DEBTCONSOLIDATION,C,8344,14.53,1,0.4,N,4,2023-03-02
34,78370,RENT,12.0,PERSONAL,C,12137,7.5,1,0.47,Y,3,2023-03-02
41,33352,RENT,,PERSONAL,A,35521,12.24,1,0.39,N,4,2023-03-02
28,110615,RENT,7.0,PERSONAL,E,5157,9.19,1,0.39,Y,4,2023-03-02
27,89604,MORTGAGE,2.0,MEDICAL,C,3119,13.33,1,0.14,Y,4,2023-03-02
30,39065,RENT,7.0,EDUCATION,C,6901,12.5,1,0.39,Y,5,2023-03-02
28,68661,MORTGAGE,1.0,PERSONAL,B,15120,13.92,1,0.18,N,4,2023-03-02
28,34543,RENT,14.0,EDUCATION,A,9145,14.39,1,0.39,N,1,2023-03-02
23,32385,MORTGAGE,3.0,PERSONAL,A,4757,7.37,1,0.04,N,4,2023-03-02
24,64856,RENT,10.0,EDUCATION,A,3340,7.73,1,0.38,N,5,2023-03-02
28,29211,MORTGAGE,5.0,DEBTCONSOLIDATION,B,6617,6.72,1,0.05,N,5,2023-03-02
30,44183,RENT,8.0,MEDICAL,C,11055,14.23,1,0.38,Y,3,2023-03-02
35,131815,MORTGAGE,3.0,HOMEIMPROVEMENT,A,11799,6.96,1,0.14,N,3,2023-03-02
36,72182,MORTGAGE,,PERSONAL,B,12553,7.48,1,0.11,N,2,2023-03-02
21,254392,MORTGAGE,3.0,DEBTCONSOLIDATION,A,13173,9.52,1,0.03,N,4,2023-03-02
25,45071,RENT,6.0,DEBTCONSOLIDATION,C,12213,18.44,1,0.38,N,3,2023-03-02
29,45698,MORTGAGE,2.0,EDUCATION,A,14041,12.59,1,0.03,N,2,2023-03-02
26,123603,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5359,16.28,1,0.18,N,4,2023-03-02
26,69215,RENT,0.0,VENTURE,B,4345,,1,0.38,N,3,2023-03-02
25,47990,MORTGAGE,11.0,PERSONAL,D,1479,9.01,1,0.13,N,4,2023-03-02
22,79288,RENT,6.0,EDUCATION,B,10374,5.89,1,0.44,N,3,2023-03-02
35,32590,RENT,2.0,MEDICAL,B,6231,6.83,1,0.38,N,2,2023-03-02
22,38234,OTHER,2.0,PERSONAL,A,11094,8.8,1,0.08,N,2,2023-03-02
25,47852,MORTGAGE,5.0,MEDICAL,B,8078,13.6,1,0.03,N,4,2023-03-02
21,161325,MORTGAGE,9.0,EDUCATION,B,7975,,1,0.09,N,3,2023-03-02
24,32622,RENT,10.0,PERSONAL,A,6084,5.53,1,0.38,N,4,2023-03-02
30,55427,RENT,11.0,MEDICAL,A,9128,14.63,1,0.38,N,3,2023-03-02
24,79865,MORTGAGE,2.0,DEBTCONSOLIDATION,C,20547,7.14,1,0.05,Y,1,2023-03-02
24,32944,RENT,8.0,DEBTCONSOLIDATION,C,28288,11.92,1,0.38,Y,4,2023-03-02
30,60374,MORTGAGE,9.0,EDUCATION,C,13715,8.04,1,0.08,Y,3,2023-03-02
30,42387,MORTGAGE,8.0,PERSONAL,B,31376,7.38,1,0.16,N,3,2023-03-02
21,134528,RENT,2.0,VENTURE,A,3557,8.77,1,0.38,N,3,2023-03-02
36,34766,RENT,6.0,EDUCATION,C,8124,10.6,1,0.38,Y,4,2023-03-02
27,118619,MORTGAGE,7.0,PERSONAL,B,2547,9.14,1,0.21,N,5,2023-03-02
22,40989,MORTGAGE,1.0,VENTURE,C,9097,8.72,1,0.06,Y,4,2023-03-02
27,57041,MORTGAGE,6.0,DEBTCONSOLIDATION,B,7547,11.78,1,0.31,N,4,2023-03-02
21,41783,MORTGAGE,6.0,MEDICAL,A,9566,8.06,1,0.18,N,3,2023-03-02
26,80760,RENT,9.0,HOMEIMPROVEMENT,C,13921,10.59,1,0.43,N,1,2023-03-02
22,119291,MORTGAGE,8.0,VENTURE,A,6949,5.19,1,0.2,N,2,2023-03-02
31,28405,OWN,2.0,EDUCATION,C,3507,,1,0.04,Y,3,2023-03-02
24,71716,MORTGAGE,3.0,VENTURE,B,8879,14.53,1,0.19,N,4,2023-03-02
41,42512,MORTGAGE,8.0,MEDICAL,B,10897,12.85,1,0.03,N,3,2023-03-02
45,59002,MORTGAGE,4.0,EDUCATION,B,12188,11.31,1,0.16,N,3,2023-03-02
23,30887,RENT,10.0,DEBTCONSOLIDATION,C,6438,6.36,1,0.37,N,4,2023-03-02
33,17044,MORTGAGE,6.0,MEDICAL,D,12650,7.64,1,0.12,Y,3,2023-03-02
25,100316,MORTGAGE,2.0,DEBTCONSOLIDATION,A,11701,15.01,1,0.11,N,5,2023-03-02
31,99026,MORTGAGE,0.0,EDUCATION,A,9428,6.86,1,0.07,N,1,2023-03-02
25,146782,MORTGAGE,6.0,MEDICAL,D,9936,14.23,1,0.2,Y,5,2023-03-02
20,61525,MORTGAGE,11.0,EDUCATION,A,2862,13.25,1,0.07,N,4,2023-03-02
25,32450,MORTGAGE,3.0,EDUCATION,B,5995,11.88,1,0.22,N,4,2023-03-02
26,144600,MORTGAGE,5.0,VENTURE,A,9439,12.77,1,0.02,N,4,2023-03-02
24,91553,RENT,4.0,VENTURE,C,3531,15.82,1,0.36,N,4,2023-03-02
22,87873,MORTGAGE,4.0,VENTURE,B,4987,10.28,1,0.09,N,5,2023-03-02
27,20534,MORTGAGE,1.0,VENTURE,F,3820,13.66,1,0.25,N,3,2023-03-02
29,67558,MORTGAGE,9.0,MEDICAL,C,4961,12.32,1,0.11,N,3,2023-03-02
25,76776,MORTGAGE,2.0,PERSONAL,B,8361,7.86,1,0.22,N,2,2023-03-02
39,73639,MORTGAGE,5.0,EDUCATION,B,11973,5.88,1,0.21,N,4,2023-03-02
23,27728,MORTGAGE,12.0,EDUCATION,A,4286,7.69,1,0.05,N,2,2023-03-02
29,73730,MORTGAGE,1.0,EDUCATION,B,15762,6.81,1,0.03,N,3,2023-03-02
29,62060,MORTGAGE,10.0,EDUCATION,A,6057,10.97,1,0.06,N,2,2023-03-02
25,34636,MORTGAGE,2.0,EDUCATION,A,8385,17.85,1,0.13,N,4,2023-03-02
22,43459,RENT,,VENTURE,B,3133,,1,0.36,N,3,2023-03-02
23,72951,MORTGAGE,7.0,EDUCATION,B,9520,10.91,1,0.15,N,1,2023-03-02
23,57109,OWN,2.0,EDUCATION,B,6144,5.87,1,0.1,N,5,2023-03-02
20,81360,OWN,3.0,VENTURE,A,1612,,1,0.05,N,3,2023-03-02
23,107673,RENT,4.0,VENTURE,B,14299,,1,0.36,N,3,2023-03-02
22,58732,MORTGAGE,0.0,EDUCATION,C,21995,11.5,1,0.07,N,3,2023-03-02
38,38500,RENT,1.0,MEDICAL,D,8986,7.84,1,0.42,Y,3,2023-03-02
28,54413,MORTGAGE,,PERSONAL,B,3194,6.55,1,0.09,N,1,2023-03-02
25,86212,MORTGAGE,2.0,PERSONAL,A,11522,5.87,1,0.13,N,1,2023-03-02
27,113029,RENT,9.0,PERSONAL,B,3469,12.49,1,0.35,N,3,2023-03-02
37,60237,MORTGAGE,1.0,VENTURE,B,2775,,1,0.04,N,2,2023-03-02
22,24674,MORTGAGE,14.0,HOMEIMPROVEMENT,G,2382,,1,0.25,Y,5,2023-03-02
25,62821,MORTGAGE,12.0,EDUCATION,A,3280,13.1,1,0.09,N,4,2023-03-02
30,18824,MORTGAGE,6.0,DEBTCONSOLIDATION,B,17840,,1,0.13,N,3,2023-03-02
26,53769,OWN,5.0,VENTURE,C,24397,8.1,1,0.2,N,3,2023-03-02
36,40587,RENT,7.0,HOMEIMPROVEMENT,D,11417,13.66,1,0.41,N,2,2023-03-02
26,130804,MORTGAGE,8.0,EDUCATION,C,8499,11.6,1,0.09,N,3,2023-03-02
22,34993,MORTGAGE,8.0,DEBTCONSOLIDATION,C,7338,10.98,1,0.04,N,2,2023-03-02
30,52816,OWN,9.0,VENTURE,B,7856,11.24,1,0.28,N,1,2023-03-02
33,70577,MORTGAGE,0.0,DEBTCONSOLIDATION,D,13215,10.3,1,0.19,Y,3,2023-03-02
29,54059,MORTGAGE,0.0,EDUCATION,B,7124,10.7,1,0.21,N,4,2023-03-02
24,71169,MORTGAGE,7.0,EDUCATION,C,4223,14.91,1,0.09,N,3,2023-03-02
19,62022,RENT,4.0,VENTURE,A,16991,14.46,1,0.35,N,3,2023-03-02
21,65253,MORTGAGE,8.0,DEBTCONSOLIDATION,C,8470,7.44,1,0.17,N,4,2023-03-02
34,19372,MORTGAGE,3.0,PERSONAL,A,3811,12.13,1,0.03,N,3,2023-03-02
27,64764,RENT,0.0,EDUCATION,A,2488,8.45,1,0.35,N,1,2023-03-02
22,54089,MORTGAGE,6.0,EDUCATION,A,12961,10.2,1,0.21,N,2,2023-03-02
37,54032,RENT,3.0,DEBTCONSOLIDATION,B,19976,10.15,1,0.35,N,2,2023-03-02
31,43790,RENT,1.0,EDUCATION,G,12762,14.84,1,0.4,N,1,2023-03-02
34,411587,MORTGAGE,2.0,VENTURE,A,5124,,1,0.13,N,2,2023-03-02
36,24349,RENT,0.0,DEBTCONSOLIDATION,B,10468,7.42,1,0.39,N,2,2023-03-02
27,49340,MORTGAGE,3.0,PERSONAL,A,5943,7.19,1,0.16,N,1,2023-03-02
35,212707,OWN,4.0,EDUCATION,C,11204,6.68,1,0.04,N,5,2023-03-02
20,139461,MORTGAGE,3.0,DEBTCONSOLIDATION,C,4916,10.19,1,0.06,Y,4,2023-03-02
23,17404,MORTGAGE,1.0,MEDICAL,C,16832,14.08,1,0.17,Y,4,2023-03-02
22,121770,RENT,10.0,PERSONAL,A,21550,7.78,1,0.33,N,4,2023-03-02
44,94647,MORTGAGE,3.0,VENTURE,A,12786,6.62,1,0.07,N,4,2023-03-02
27,56543,MORTGAGE,16.0,VENTURE,A,13671,12.68,1,0.1,N,3,2023-03-02
23,40556,MORTGAGE,3.0,DEBTCONSOLIDATION,A,23378,9.0,1,0.05,N,2,2023-03-02
25,60539,MORTGAGE,5.0,EDUCATION,B,9982,5.35,1,0.09,N,3,2023-03-02
33,71435,OWN,1.0,DEBTCONSOLIDATION,D,10913,12.19,1,0.3,Y,4,2023-03-02
23,44349,MORTGAGE,4.0,EDUCATION,A,2021,8.23,1,0.07,N,4,2023-03-02
23,38295,RENT,1.0,PERSONAL,A,11586,11.69,1,0.33,N,5,2023-03-02
22,20269,MORTGAGE,2.0,PERSONAL,B,33558,,1,0.15,N,4,2023-03-02
22,61428,RENT,8.0,DEBTCONSOLIDATION,A,2480,6.82,1,0.33,N,5,2023-03-02
27,48315,RENT,2.0,DEBTCONSOLIDATION,B,6512,12.13,1,0.33,N,3,2023-03-02
40,61660,RENT,2.0,MEDICAL,D,10331,10.35,1,0.38,N,4,2023-03-02
26,51234,RENT,0.0,EDUCATION,B,2091,10.57,1,0.33,N,4,2023-03-02
32,40900,MORTGAGE,4.0,VENTURE,A,3112,12.05,1,0.12,N,2,2023-03-02
28,62205,MORTGAGE,12.0,EDUCATION,D,17728,11.02,1,0.17,Y,1,2023-03-02
38,41904,MORTGAGE,14.0,VENTURE,A,16180,11.14,1,0.17,N,3,2023-03-02
33,71401,RENT,1.0,MEDICAL,B,2719,13.72,1,0.33,N,3,2023-03-02
25,49882,MORTGAGE,8.0,MEDICAL,A,13710,7.25,1,0.03,N,3,2023-03-02
43,23235,MORTGAGE,6.0,HOMEIMPROVEMENT,A,13602,5.74,1,0.01,N,3,2023-03-02
38,100031,OWN,5.0,HOMEIMPROVEMENT,A,9297,10.49,1,0.09,N,3,2023-03-02
28,30467,RENT,0.0,MEDICAL,C,1474,11.94,1,0.33,N,3,2023-03-02
24,15222,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12473,,1,0.07,N,4,2023-03-02
25,49751,MORTGAGE,7.0,VENTURE,B,12966,10.43,1,0.05,N,3,2023-03-02
23,54131,RENT,15.0,VENTURE,D,4688,10.97,1,0.38,Y,3,2023-03-02
30,84239,MORTGAGE,3.0,PERSONAL,C,14397,16.08,1,0.14,N,4,2023-03-02
40,56065,OWN,7.0,VENTURE,F,1853,9.42,1,0.07,Y,1,2023-03-02
23,43005,MORTGAGE,5.0,DEBTCONSOLIDATION,D,4201,11.07,1,0.16,N,3,2023-03-02
22,37921,RENT,0.0,EDUCATION,B,8885,,1,0.38,N,5,2023-03-02
41,45206,RENT,11.0,PERSONAL,C,7131,14.97,1,0.33,N,3,2023-03-02
22,104004,MORTGAGE,10.0,EDUCATION,B,5069,13.04,1,0.11,N,4,2023-03-02
29,76463,MORTGAGE,0.0,HOMEIMPROVEMENT,C,16236,7.21,1,0.13,Y,3,2023-03-02
20,97433,MORTGAGE,1.0,EDUCATION,B,9462,10.54,1,0.13,N,2,2023-03-02
26,62126,RENT,4.0,DEBTCONSOLIDATION,C,13630,10.41,1,0.33,N,3,2023-03-02
24,67770,RENT,3.0,MEDICAL,D,4367,8.97,1,0.38,N,2,2023-03-02
50,30406,MORTGAGE,2.0,EDUCATION,C,7186,13.53,1,0.17,Y,1,2023-03-02
21,64743,MORTGAGE,0.0,VENTURE,C,23772,12.03,1,0.22,Y,4,2023-03-02
24,59988,MORTGAGE,3.0,DEBTCONSOLIDATION,B,7405,9.05,1,0.17,N,4,2023-03-02
37,97205,RENT,2.0,HOMEIMPROVEMENT,D,4310,,1,0.38,N,1,2023-03-02
30,77715,MORTGAGE,10.0,VENTURE,A,12402,12.78,1,0.12,N,4,2023-03-02
21,55229,MORTGAGE,1.0,DEBTCONSOLIDATION,C,14420,10.28,1,0.04,Y,3,2023-03-02
24,41141,RENT,3.0,PERSONAL,C,4176,12.04,1,0.32,Y,4,2023-03-02
24,92838,MORTGAGE,3.0,EDUCATION,D,1012,13.74,1,0.03,N,3,2023-03-02
25,45131,RENT,6.0,MEDICAL,A,16424,8.65,1,0.32,N,3,2023-03-02
23,45237,MORTGAGE,1.0,HOMEIMPROVEMENT,A,4571,13.19,1,0.09,N,3,2023-03-02
32,25643,MORTGAGE,6.0,DEBTCONSOLIDATION,A,26387,7.62,1,0.09,N,3,2023-03-02
25,55701,MORTGAGE,,DEBTCONSOLIDATION,B,14607,,1,0.08,N,2,2023-03-02
21,40166,MORTGAGE,0.0,HOMEIMPROVEMENT,A,21869,17.11,1,0.06,N,3,2023-03-02
28,25774,MORTGAGE,1.0,PERSONAL,B,1428,17.86,1,0.1,N,4,2023-03-02
30,32680,RENT,3.0,VENTURE,E,1679,11.51,1,0.32,N,5,2023-03-02
30,51397,MORTGAGE,3.0,EDUCATION,D,8456,8.11,1,0.3,Y,5,2023-03-02
26,100732,MORTGAGE,3.0,EDUCATION,D,6119,12.34,1,0.14,Y,3,2023-03-02
23,50123,MORTGAGE,,DEBTCONSOLIDATION,B,5727,7.39,1,0.1,N,5,2023-03-02
24,96243,RENT,3.0,VENTURE,B,15644,12.01,1,0.32,N,4,2023-03-02
29,47719,RENT,8.0,EDUCATION,A,15508,7.04,1,0.06,N,1,2023-03-02
38,33109,MORTGAGE,0.0,VENTURE,B,18358,9.71,1,0.17,N,5,2023-03-02
25,126029,MORTGAGE,12.0,PERSONAL,C,11563,9.06,1,0.12,N,2,2023-03-02
38,27537,RENT,7.0,EDUCATION,A,11404,7.15,1,0.05,N,2,2023-03-02
36,74513,MORTGAGE,3.0,VENTURE,B,5432,,1,0.17,N,2,2023-03-02
29,61919,RENT,22.0,EDUCATION,B,28565,17.07,1,0.05,N,4,2023-03-02
35,18267,OWN,0.0,VENTURE,B,6345,13.59,1,0.11,N,3,2023-03-02
30,97243,RENT,12.0,PERSONAL,A,20326,15.98,1,0.05,N,3,2023-03-02
43,42338,RENT,6.0,EDUCATION,B,4192,6.52,1,0.05,N,4,2023-03-02
23,29220,MORTGAGE,17.0,EDUCATION,A,3664,11.04,1,0.05,N,4,2023-03-02
27,70408,RENT,5.0,EDUCATION,B,8163,7.42,1,0.05,N,3,2023-03-02
29,53090,MORTGAGE,2.0,DEBTCONSOLIDATION,D,14713,7.88,1,0.24,Y,1,2023-03-02
24,46229,OWN,0.0,VENTURE,A,13952,,1,0.36,N,2,2023-03-02
30,68516,RENT,5.0,MEDICAL,A,10796,7.32,1,0.05,N,1,2023-03-02
37,9041,OWN,0.0,DEBTCONSOLIDATION,D,8436,7.38,1,0.11,N,5,2023-03-02
42,24465,MORTGAGE,8.0,MEDICAL,A,7171,11.43,1,0.09,N,2,2023-03-02
25,32519,RENT,7.0,MEDICAL,B,6737,15.46,1,0.05,N,2,2023-03-02
24,77286,MORTGAGE,4.0,EDUCATION,A,20675,13.2,1,0.09,N,3,2023-03-02
33,72033,RENT,2.0,MEDICAL,A,887,14.38,1,0.06,N,1,2023-03-02
29,52721,MORTGAGE,9.0,PERSONAL,D,7453,10.37,1,0.04,N,5,2023-03-02
32,72636,OWN,6.0,HOMEIMPROVEMENT,A,3216,7.66,1,0.3,N,4,2023-03-02
33,92665,OWN,8.0,VENTURE,B,8335,11.47,1,0.06,N,5,2023-03-02
